"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
6068,"20150413",781000,4,2.5,2590,8571,2,0,0,3,9,2590,0,1988,0,98052,47.691,-122.105,2360,8155
6069,"20150428",827000,3,2.5,1850,1330,2.5,0,0,3,9,1560,290,2004,0,98115,47.6831,-122.325,1810,2071
6072,"20140604",175000,2,1,670,2378,1,0,0,3,5,670,0,1919,0,98126,47.5769,-122.372,700,2970
6073,"20150302",1100000,5,2.75,2890,22547,1,0,0,4,10,2150,740,1963,0,98040,47.5476,-122.219,3010,17809
6078,"20140923",1112500,6,4,3600,6224,2,0,0,3,9,2610,990,1945,2006,98199,47.6531,-122.405,1430,6224
6080,"20140808",1280000,9,4.5,3650,5000,2,0,0,3,8,2530,1120,1915,2010,98105,47.6604,-122.289,2510,5000
6081,"20141017",6e+05,4,2.5,2310,3866,2,0,0,3,8,2310,0,2005,0,98029,47.5498,-121.996,1950,4023
6082,"20150120",670000,4,2.5,2095,4569,2,0,0,3,9,2095,0,2002,0,98052,47.6603,-122.087,2095,4385
6083,"20150504",519000,2,2,1560,4823,1,0,0,3,8,1560,0,2004,0,98053,47.7111,-122.032,1855,4989
6084,"20150311",320000,3,2.25,1880,7350,1,0,0,3,8,1390,490,1984,0,98058,47.4457,-122.123,1910,8400
6086,"20140602",1e+06,3,2.5,2730,5832,2,0,0,3,9,2730,0,1998,0,98005,47.6216,-122.161,2360,5832
6087,"20140815",330000,1,1,860,4800,1,0,0,3,6,860,0,1907,0,98122,47.6146,-122.299,1380,4800
6088,"20140710",657500,3,2,2320,10960,1,0,0,3,7,1510,810,1956,0,98005,47.6157,-122.174,2160,10960
6089,"20140828",450000,3,1.75,1540,61419,1,0,0,3,7,1540,0,1967,0,98028,47.7663,-122.228,3790,8529
6090,"20150416",150000,3,1,890,6488,1.5,0,0,3,5,890,0,1928,0,98014,47.7087,-121.352,1330,16250
6091,"20140616",792500,4,2.5,4290,175421,2,0,0,3,10,4290,0,2004,0,98010,47.3585,-121.988,3370,63162
6092,"20150220",540000,3,2.5,1950,13227,2,0,0,4,9,1950,0,1978,0,98034,47.7217,-122.256,2650,12943
6093,"20140721",229900,3,1,1010,8848,1,0,0,4,7,1010,0,1968,0,98003,47.2742,-122.299,1380,10650
6095,"20141222",239000,4,1.75,1500,12560,1,0,0,4,7,1000,500,1977,0,98002,47.2918,-122.197,1700,9020
6096,"20150306",713900,3,2.5,3370,167706,1,0,0,3,10,3370,0,2000,0,98038,47.4379,-122.022,3350,213444
6097,"20141028",427500,4,2.5,3160,8726,2,0,0,3,9,3160,0,1999,0,98092,47.2582,-122.223,2500,8648
6099,"20140708",1150000,3,2.5,3830,48743,2,0,0,3,11,3830,0,1991,0,98006,47.5663,-122.125,2950,8299
6101,"20141230",495000,3,2.25,2100,3000,2,0,0,3,7,2100,0,1996,0,98144,47.595,-122.306,1650,4500
6103,"20140917",340000,2,0.75,1060,48292,1,1,2,5,6,560,500,1947,0,98070,47.4285,-122.511,750,80201
6105,"20150327",320000,4,2.5,1940,7040,2,0,0,3,8,1940,0,1998,0,98092,47.2632,-122.209,2400,7145
6106,"20150129",440000,1,1,1160,64469,1,0,0,3,7,1160,0,2009,0,98072,47.7433,-122.082,1580,48352
6108,"20141201",555000,4,1.75,2260,11000,1,0,0,3,8,1620,640,1976,0,98008,47.6224,-122.109,1960,10000
6111,"20140709",154950,4,1,1600,10183,1,0,0,4,6,1600,0,1966,0,98002,47.277,-122.211,1410,10416
6112,"20140617",247200,3,1.75,1370,8719,1,0,0,3,7,1370,0,1982,0,98042,47.3664,-122.087,1370,7525
6114,"20140619",590300,3,1.5,1470,7200,2,0,0,4,7,1470,0,1907,0,98118,47.5602,-122.28,1530,7200
6116,"20150218",310000,2,2.5,1090,923,2,0,0,3,7,1090,0,2004,0,98027,47.5347,-122.071,1410,1326
6122,"20150401",1445000,4,3.5,3470,8580,2,0,0,3,11,2500,970,2007,0,98199,47.6433,-122.403,1940,7920
6123,"20150318",420550,4,2,1370,8100,1,0,0,2,7,1370,0,1947,0,98155,47.749,-122.312,1280,8100
6124,"20150410",603000,4,2.25,2370,11310,1,0,0,3,8,1550,820,1968,0,98155,47.7684,-122.289,1890,8621
6127,"20140625",589950,5,3,2790,19439,1,0,3,5,7,1500,1290,1973,0,98058,47.4088,-122.089,1620,19439
6129,"20140911",775000,3,2.5,2620,241200,1.5,0,0,4,9,2620,0,1998,0,98027,47.4574,-122.01,2620,172933
6130,"20141029",590000,4,1.5,2230,5109,1.5,0,0,3,7,1330,900,1918,0,98115,47.6996,-122.31,1630,5109
6133,"20141224",7e+05,3,3,2090,7440,1.5,0,0,5,7,1290,800,1922,0,98103,47.6891,-122.331,1570,4960
6134,"20140722",699000,3,2.5,2580,8154,1,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155
6135,"20140722",350000,3,2.5,2100,3574,2,0,0,3,7,1690,410,2005,0,98019,47.7453,-121.984,1970,2962
6136,"20140717",795000,4,2.5,3160,16564,2,0,0,3,10,3160,0,1987,0,98074,47.6365,-122.04,3160,12415
6139,"20150508",337500,3,1,1020,6000,1.5,0,0,3,7,1020,0,1900,0,98108,47.5254,-122.318,1240,6000
6145,"20150420",273000,2,2,1384,1822,2,0,0,3,7,1384,0,1990,0,98028,47.7525,-122.244,1078,1315
6146,"20150402",639900,4,2.5,3380,75794,2,0,0,3,10,3380,0,1997,0,98001,47.3511,-122.266,3710,17913
6147,"20140826",420000,4,2.5,2480,8626,2,0,0,3,10,2480,0,2001,0,98001,47.3185,-122.262,2990,9033
6148,"20140813",510500,3,1,1270,8000,1,0,0,4,7,1270,0,1957,0,98007,47.5874,-122.136,1470,8000
6151,"20140529",3e+05,2,1,820,3844,1,0,0,4,6,820,0,1916,0,98133,47.7049,-122.349,1520,3844
6153,"20150506",390000,4,2.25,3060,7920,1,0,0,3,7,1530,1530,1965,0,98178,47.4879,-122.245,1850,7800
6155,"20140817",610000,3,2.5,3440,18167,2,0,0,3,11,3440,0,1991,0,98023,47.2909,-122.342,3990,20239
6156,"20150123",239975,3,2.5,1820,7242,1,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214
6157,"20140807",375000,3,2.5,2320,5760,1,0,0,3,7,1480,840,1987,0,98178,47.504,-122.248,1660,5762
6158,"20150428",742500,4,2.5,2620,4400,2,0,0,3,9,2620,0,2004,0,98029,47.5524,-121.991,2640,4554
6160,"20140626",3e+05,3,2.25,1780,10395,1,0,0,3,8,1780,0,1967,0,98058,47.4539,-122.15,2080,9360
6161,"20150501",216600,3,1.75,2200,7700,1,0,0,3,7,1240,960,1975,0,98031,47.4119,-122.181,1770,7360
6162,"20140514",525000,3,1.75,1600,6120,1.5,0,0,3,7,1600,0,1924,0,98115,47.6847,-122.291,1670,4590
6164,"20141003",390000,4,2.25,2680,35218,2,0,0,3,8,2680,0,1986,0,98027,47.4613,-121.997,2980,35218
6165,"20140916",450000,3,1.75,1850,8667,1,0,0,4,7,880,970,1982,0,98033,47.7025,-122.198,1450,10530
6166,"20141202",382000,4,1,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6058,-122.3,1590,4400
6167,"20140513",287000,3,2.25,1490,9600,1,0,0,4,7,1170,320,1987,0,98019,47.7378,-121.977,1590,10104
6170,"20140612",575000,2,1,1510,4032,1.5,0,0,3,8,1310,200,1935,0,98199,47.6371,-122.393,1700,4042
6171,"20150504",626700,3,1.5,1410,3600,1,0,0,3,7,1410,0,1906,0,98109,47.6402,-122.357,1370,3600
6172,"20150318",352000,4,1.5,1440,8680,1.5,0,0,3,7,1440,0,1922,0,98178,47.502,-122.228,1440,9000
6173,"20150316",650000,3,1,920,6750,1,0,0,4,7,920,0,1951,0,98004,47.6322,-122.212,1460,8933
6174,"20141006",197000,3,1,1090,17630,1,0,0,4,7,1090,0,1962,0,98002,47.288,-122.196,1300,12000
6175,"20140703",340000,8,2.75,2790,6695,1,0,0,3,7,1470,1320,1977,0,98133,47.7565,-122.331,1760,7624
6177,"20150107",354000,3,1.75,1340,6300,1,0,0,3,7,1340,0,1972,0,98034,47.7186,-122.218,1780,7200
6180,"20140905",650000,4,2.5,2160,3139,1,0,0,3,7,1080,1080,1940,0,98103,47.6662,-122.338,1650,3740
6181,"20140615",650000,3,1.75,2140,9484,1,0,0,3,7,1290,850,1953,0,98004,47.6234,-122.191,1960,9630
6183,"20141201",3e+05,3,1.75,1810,21138,1,0,0,4,7,1240,570,1977,0,98058,47.4674,-122.178,1850,12200
6184,"20141203",471000,4,1.75,1760,5750,1,0,2,5,7,1070,690,1962,0,98126,47.5521,-122.373,1860,5750
6186,"20141009",287000,2,1,930,6900,1,0,2,3,7,930,0,1952,0,98178,47.506,-122.242,1910,7194
6187,"20150401",740000,4,2.5,3030,8335,2,0,0,3,10,3030,0,1992,0,98075,47.578,-122.056,2850,8678
6190,"20140909",738515,5,2.75,3360,9200,2,0,0,3,9,3360,0,2014,0,98011,47.7754,-122.173,3360,9713
6192,"20150501",1039000,4,2.25,2740,11343,1,0,2,5,10,1980,760,1953,0,98125,47.7117,-122.278,2790,10027
6193,"20141001",346000,2,1,1070,2196,1,0,0,4,7,880,190,1917,0,98144,47.5726,-122.308,1160,3600
6196,"20140728",2400000,4,3.5,5860,7200,2,0,0,5,10,3690,2170,1907,0,98112,47.6287,-122.287,4150,7200
6198,"20150514",1695000,5,3,3320,5354,2,0,0,3,9,3320,0,2004,0,98103,47.6542,-122.331,2330,4040
6199,"20141010",219000,2,1,1050,9000,1.5,0,0,4,7,1050,0,1984,0,98003,47.2887,-122.299,1550,9600
6201,"20150415",402000,4,2.25,1790,7311,2,0,0,3,7,1790,0,1992,0,98056,47.5055,-122.189,1400,7203
6204,"20140507",560000,3,3,4120,60392,2,0,2,3,9,3180,940,1994,0,98014,47.6804,-121.913,2770,64033
6209,"20140819",792000,4,2.75,3100,10245,2,0,0,3,10,3100,0,1999,0,98052,47.6858,-122.107,3140,9028
6213,"20150202",510000,4,2.5,1840,7800,1,0,2,3,8,1240,600,1972,0,98177,47.7762,-122.384,2010,9100
6215,"20150323",1028000,3,3,2800,5800,1,0,0,3,9,1580,1220,1953,2010,98199,47.6493,-122.413,2580,5800
6216,"20140514",364000,4,1.75,2010,8625,1,0,0,4,7,1340,670,1957,0,98133,47.7496,-122.355,1500,8400
6217,"20140729",335000,3,1,1380,7470,1,0,0,5,7,1380,0,1965,0,98133,47.7479,-122.343,1440,7473
6218,"20141209",219950,3,1,1210,8000,1,0,0,3,6,1210,0,1954,0,98198,47.4211,-122.314,1430,8000
6219,"20150113",215000,3,2,1280,6994,1,0,0,3,7,1280,0,1991,0,98038,47.3889,-122.048,1290,7514
6222,"20140819",253000,4,2,1910,7826,1,0,0,4,7,1140,770,1973,0,98003,47.3493,-122.306,1540,7826
6224,"20150408",672000,3,2.25,1130,4445,1.5,0,0,4,8,1130,0,1930,0,98117,47.6845,-122.375,1330,4445
6225,"20141007",606000,3,1.75,1970,8540,1,0,3,4,8,1130,840,1950,0,98177,47.7213,-122.365,2280,8540
6227,"20140604",289950,3,2,1670,7757,1,0,0,3,8,1670,0,1992,0,98030,47.3802,-122.207,2290,7859
6228,"20140722",257500,4,1.5,1360,9323,1,0,0,4,7,1360,0,1968,0,98023,47.3168,-122.401,1180,9611
6230,"20141222",360000,3,1.75,1255,1113,3,0,0,3,8,1255,0,2010,0,98103,47.6958,-122.343,1010,1038
6231,"20140623",269500,3,1.75,1840,7412,1,0,0,4,7,1240,600,1976,0,98031,47.3933,-122.188,1980,7350
6233,"20141003",375000,4,1.5,1430,7232,1.5,0,0,3,7,1430,0,1948,0,98125,47.7197,-122.328,1540,7232
6235,"20140519",810000,4,2.5,3480,59242,2,0,0,3,11,3480,0,1988,0,98072,47.7391,-122.102,2930,39400
6238,"20150429",3e+05,2,1,1290,2482,2,0,0,3,7,1290,0,2008,0,98053,47.6972,-122.025,1290,2482
6241,"20140902",635000,3,3.5,1730,1349,3,0,0,3,9,1350,380,2009,0,98102,47.6224,-122.326,1830,3300
6243,"20140625",574000,3,2.5,2380,6832,2,0,0,3,8,2380,0,2002,0,98065,47.5372,-121.876,2580,6832
6245,"20140508",545000,3,2.25,1780,191228,2,0,2,3,8,1780,0,1988,0,98045,47.4575,-121.748,2440,87120
6248,"20140819",4e+05,2,1,1180,10800,1,0,0,3,7,1180,0,1984,0,98011,47.7273,-122.236,1600,10800
6249,"20140910",334000,4,2.5,2310,6200,2,0,0,3,8,2310,0,1998,0,98092,47.3321,-122.172,2480,6200
6250,"20141222",332500,4,2,1440,4855,2,0,0,4,7,1440,0,1972,0,98144,47.5717,-122.287,1300,4080
6251,"20140923",525000,2,1.5,1620,1444,2,0,0,3,9,1080,540,2007,0,98144,47.5892,-122.309,1660,1642
6253,"20150427",846450,4,2.5,3710,7491,2,0,0,3,9,3710,0,2003,0,98029,47.5596,-122.016,3040,7491
6254,"20141020",411100,3,1.5,1040,10323,1,0,0,4,7,1040,0,1958,0,98005,47.5882,-122.155,1580,7200
6257,"20150331",480000,5,2.5,2040,9597,1,0,0,4,7,1240,800,1963,0,98052,47.6544,-122.134,1800,8553
6258,"20141224",280000,2,1.75,1960,30144,1,0,0,3,7,980,980,1957,0,98031,47.4234,-122.212,1960,10140
6260,"20150427",750000,4,2.5,2930,8641,2,0,0,3,8,2930,0,2010,0,98034,47.7199,-122.246,2120,11175
6261,"20140514",394475,2,1,830,4000,1,0,0,3,6,830,0,1955,0,98117,47.6929,-122.379,950,4000
6263,"20140924",675000,3,1.5,2510,3600,2.5,0,0,4,8,2510,0,1907,0,98112,47.6195,-122.313,1740,1885
6264,"20141106",175000,3,1,1280,7572,1,0,0,4,6,1280,0,1958,0,98058,47.4491,-122.176,1170,7667
6265,"20141106",560000,4,1.5,1810,6000,1,0,1,3,8,1350,460,1952,0,98136,47.5233,-122.386,2020,6000
6267,"20140908",359000,4,1.75,1680,9244,2,0,0,3,8,1680,0,1991,0,98166,47.4612,-122.352,1840,9387
6268,"20140701",3e+05,3,2.25,1660,5128,2,0,0,3,7,1660,0,2001,0,98019,47.7362,-121.967,1680,4652
6269,"20140917",273000,3,2.5,1650,5994,2,0,0,4,7,1650,0,1989,0,98030,47.3603,-122.19,1930,6666
6270,"20140710",670000,3,2.5,1420,1438,2,0,0,3,9,1280,140,2003,0,98102,47.6265,-122.323,1490,1439
6274,"20140819",533000,3,2.5,2060,4812,2,0,0,3,8,2060,0,1990,0,98029,47.5793,-122.002,1930,5264
6277,"20150506",353500,3,2.5,2020,4845,2,0,0,3,7,2020,0,2001,0,98038,47.3848,-122.033,1930,5134
6278,"20140915",435000,2,1.75,1910,12142,1,0,0,3,9,1910,0,1976,0,98074,47.6276,-122.053,2580,12326
6280,"20140519",885000,4,2.75,2730,3560,1.5,0,0,3,8,1550,1180,1921,2007,98115,47.6737,-122.304,1860,3560
6281,"20140513",799200,6,3,2890,2370,2.5,0,0,3,7,2290,600,1906,0,98102,47.6227,-122.323,2180,2460
6283,"20141113",270000,2,1,1040,5700,1,0,0,3,6,1040,0,1922,0,98118,47.519,-122.26,1380,5700
6284,"20150217",675000,4,1.75,2440,7475,1,0,0,4,9,2040,400,1969,0,98052,47.6339,-122.096,2040,8480
6286,"20140714",1202500,3,2.5,3430,28718,1.5,0,0,3,10,3430,0,1984,0,98033,47.6477,-122.183,3440,35021
6287,"20140627",320000,4,2.5,2570,4865,2,0,0,3,8,2570,0,2005,0,98038,47.3588,-122.038,2570,4933
6288,"20150505",890000,4,3.25,4360,210254,1,0,0,3,10,2320,2040,2000,0,98038,47.4375,-122.008,2410,87120
6289,"20140822",275000,4,2.75,2060,7350,1,0,0,3,7,1210,850,1978,0,98001,47.3424,-122.275,1940,7420
6290,"20140610",490000,4,2.5,3020,8302,2,0,0,4,10,3020,0,1994,0,98042,47.363,-122.127,3020,8406
6291,"20140725",550000,3,2.5,2340,4200,1.5,0,0,3,7,1540,800,1906,0,98122,47.6033,-122.303,1590,4200
6295,"20150304",265953,3,1.75,1470,13068,1,0,0,4,7,1470,0,1975,0,98092,47.3096,-122.197,2090,16988
6297,"20140506",535000,3,2.5,1850,10109,2,0,0,3,8,1850,0,1991,0,98034,47.7163,-122.229,1780,9660
6298,"20141007",1450000,3,2.75,3940,9671,1,0,4,5,9,2140,1800,1967,0,98006,47.5654,-122.158,3390,9360
6301,"20140704",625000,3,1.5,1300,7200,1,0,0,5,7,1300,0,1960,0,98033,47.6821,-122.196,2280,7200
6302,"20150220",248000,3,1,1180,6947,1,0,0,4,7,1180,0,1968,0,98031,47.4233,-122.177,1760,8657
6303,"20150421",475000,3,1.75,1320,7840,1,0,0,3,8,1320,0,1966,0,98007,47.6024,-122.143,2050,7644
6309,"20140527",751750,2,2,1880,5400,1.5,0,0,3,8,1880,0,1902,0,98112,47.6238,-122.311,1590,5400
6312,"20140502",367500,4,3,3110,7231,2,0,0,3,8,3110,0,1997,0,98092,47.3279,-122.191,2820,7311
6313,"20140804",580000,4,2.5,2150,5000,2,0,0,3,8,2150,0,2001,0,98115,47.6962,-122.314,2030,6380
6315,"20140602",665000,4,2.5,2720,10000,2,0,0,3,10,2720,0,1987,0,98074,47.6293,-122.051,2720,10020
6316,"20141105",239950,3,2.25,1560,8280,2,0,0,4,7,1560,0,1979,0,98001,47.3393,-122.259,1920,8120
6317,"20140813",470000,4,2.5,1990,30083,2,0,0,3,8,1990,0,1998,0,98155,47.7678,-122.272,2220,11627
6318,"20140815",733000,3,1.75,1740,3060,1,0,0,5,8,950,790,1930,2014,98115,47.6816,-122.31,1800,3960
6322,"20141016",355000,5,2.5,2344,8000,1,0,0,4,8,1560,784,1976,0,98023,47.3185,-122.377,2344,8000
6328,"20150402",935000,3,2.5,3570,15151,1,0,0,4,8,2400,1170,1981,0,98177,47.7475,-122.364,3140,14375
6329,"20150116",372000,3,2.5,1920,15260,2,0,0,3,7,1920,0,1990,0,98019,47.7317,-121.964,2370,15235
6331,"20140915",334950,3,1.75,1880,16262,1,0,0,5,7,1880,0,1980,0,98059,47.5089,-122.155,1900,7972
6332,"20150430",426500,4,2.5,2960,4640,2,0,0,3,9,2960,0,2005,0,98038,47.3597,-122.04,2750,4623
6334,"20141211",4e+05,3,1.5,1890,6183,1,0,0,3,7,1090,800,1967,0,98118,47.5396,-122.269,1750,6183
6335,"20150428",455850,3,2.25,1820,6000,1,0,0,4,7,1120,700,1964,0,98108,47.5684,-122.3,1970,6232
6339,"20141211",755000,3,2.5,2000,1950,3,0,0,3,8,2000,0,2005,0,98109,47.6476,-122.356,1560,1340
6341,"20140716",480000,4,2.5,3620,16000,2,0,0,3,9,3620,0,1976,0,98038,47.3711,-122.06,2590,16000
6342,"20150416",490000,3,2.5,2040,9622,2,0,0,3,8,2040,0,1995,0,98045,47.4833,-121.8,2390,9868
6343,"20140618",365000,3,2.5,2640,6715,2,0,0,3,8,1680,960,1991,0,98058,47.441,-122.125,2260,7373
6346,"20140627",260000,2,1,700,4800,1,0,0,3,7,700,0,1922,0,98122,47.6147,-122.3,1440,4800
6350,"20140913",439500,4,1,1360,5500,1.5,0,0,3,7,1360,0,1950,0,98115,47.6878,-122.285,1530,5790
6353,"20141019",380000,3,2,1470,1656,2,0,0,3,8,1310,160,2003,0,98126,47.5653,-122.369,1470,2288
6354,"20140722",215000,4,1.75,1610,9652,1,0,0,5,7,1610,0,1969,0,98042,47.3281,-122.135,1220,9800
6356,"20150327",1450000,4,3.5,2820,7809,2,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904
6359,"20150105",317500,4,1.5,1730,7700,1,0,0,4,7,1010,720,1963,0,98059,47.4996,-122.163,1650,8066
6361,"20140820",650000,3,2.5,3060,7831,2,0,2,3,9,3060,0,2004,0,98065,47.5401,-121.861,3140,7438
6362,"20150320",852000,4,2.5,2620,7328,2,0,0,3,8,2620,0,1983,0,98118,47.5514,-122.263,1670,5080
6363,"20140617",250000,2,1.5,1088,1360,2,0,0,3,7,1088,0,1983,0,98034,47.7094,-122.213,1098,1469
6365,"20140925",582500,2,2,1540,6804,1,0,0,5,7,1020,520,1942,0,98177,47.7044,-122.372,1380,6930
6368,"20141201",320000,4,1.75,1730,9520,1,0,0,4,7,1730,0,1971,0,98059,47.4756,-122.157,1550,11211
6369,"20140630",445800,4,2.25,2070,39446,1,0,0,3,8,1470,600,1977,0,98155,47.7765,-122.276,2140,12043
6370,"20150307",263300,2,1,900,4500,1,0,0,3,7,900,0,1951,0,98118,47.5273,-122.265,1175,5320
6371,"20150128",215000,3,1,860,6635,1,0,0,3,6,860,0,1952,0,98133,47.7508,-122.339,1170,8000
6372,"20141115",842500,5,4,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,47.6736,-122.323,1560,4225
6373,"20150411",850000,5,4,2980,4500,1.5,0,0,3,7,2070,910,1921,0,98115,47.6736,-122.323,1560,4225
6374,"20141001",386000,5,2.5,2740,12413,2,0,0,3,7,2740,0,1990,0,98031,47.4199,-122.183,1900,7416
6375,"20141209",251100,4,2.5,1790,5257,2,0,0,3,7,1790,0,1996,0,98030,47.3849,-122.204,1680,5320
6376,"20141126",435000,3,1.75,1750,16748,1,0,0,3,7,1330,420,1978,0,98072,47.7421,-122.089,1750,16050
6380,"20140723",280000,2,1,2280,37500,2,0,0,3,7,2280,0,1932,0,98136,47.525,-122.389,2360,6000
6383,"20141226",605000,4,2.25,2260,11900,2,0,0,3,9,2260,0,1976,0,98074,47.6415,-122.057,2470,11900
6385,"20140619",437000,2,1.75,1440,4225,1,0,0,3,8,1440,0,2005,0,98053,47.7143,-122.032,1680,6200
6387,"20140612",350000,4,2.25,2300,4600,1.5,0,0,4,7,1340,960,1904,0,98144,47.5895,-122.311,1540,3000
6388,"20140622",480000,2,2.25,1490,6770,1.5,0,0,3,8,1490,0,1926,0,98108,47.5577,-122.297,1820,7875
6389,"20140723",379500,3,2.25,1830,25641,2,0,0,3,8,1830,0,1989,0,98059,47.4786,-122.112,1500,25641
6391,"20150330",1436000,4,3.5,4970,16582,2,0,3,4,11,3930,1040,1992,0,98006,47.5496,-122.12,3580,13335
6392,"20141218",303000,2,1.5,1000,1075,2,0,0,3,7,840,160,2007,0,98144,47.5708,-122.288,1000,1083
6393,"20150206",8e+05,4,2.5,4940,10037,1,0,4,3,9,3450,1490,1953,0,98178,47.5095,-122.247,2430,9272
6399,"20150317",1580000,4,2.75,3120,20031,1,0,2,4,9,1980,1140,1954,1997,98040,47.5389,-122.242,3330,18777
6400,"20150427",258000,2,1,750,7000,1,0,0,3,6,750,0,1932,0,98024,47.5655,-121.89,1100,8777
6401,"20141016",345000,3,1.75,710,5050,1,0,0,4,6,710,0,1950,0,98126,47.5194,-122.375,900,5050
6402,"20140610",470000,3,1.75,2290,14800,1,0,0,3,8,1620,670,1965,0,98155,47.7735,-122.273,2320,12474
6404,"20140521",350000,3,1.5,980,7790,1,0,0,5,7,980,0,1969,0,98034,47.7141,-122.213,1390,7280
6405,"20140626",225500,2,1.75,1590,11276,1,0,0,4,7,1590,0,1972,0,98002,47.3177,-122.21,1750,10687
6408,"20150414",470000,3,1,1460,8227,1,0,0,3,6,880,580,1948,0,98125,47.7009,-122.301,1530,8128
6410,"20150422",695000,3,2,2560,6800,1,0,1,4,8,1380,1180,1952,0,98136,47.5506,-122.395,1780,6800
6411,"20140711",315000,3,1.75,1660,37642,1,0,0,4,7,1660,0,1991,0,98022,47.2559,-122.007,2070,54450
6412,"20150304",529000,3,2.5,1880,4499,2,0,0,3,8,1880,0,1993,0,98029,47.5664,-121.999,2130,5114
6413,"20150126",750000,5,3.75,3500,101494,1.5,0,0,3,8,3500,0,1967,1990,98053,47.6745,-122.054,3250,38636
6414,"20141029",481500,3,2.25,1840,10500,2,0,0,3,7,1840,0,1993,0,98034,47.7326,-122.234,1840,7374
6418,"20140918",722500,4,3.5,2600,5100,2,0,0,3,8,1820,780,2003,0,98117,47.6948,-122.395,2000,6720
6419,"20140730",795000,4,2.5,3230,19193,1,0,3,4,8,2000,1230,1973,0,98075,47.5755,-122.07,3230,13420
6420,"20150507",327500,4,2.25,2240,9600,2,0,0,3,8,2240,0,1971,0,98032,47.361,-122.281,2050,9240
6422,"20140613",775000,4,2,3140,10875,1,0,1,3,7,1940,1200,1939,1969,98199,47.6656,-122.406,3300,10080
6426,"20150324",375000,5,1.75,2230,7560,1,0,0,3,7,1230,1000,1959,0,98178,47.5055,-122.26,1380,6570
6428,"20140811",725000,3,2.5,3410,41022,2,0,0,3,11,3410,0,1990,0,98042,47.3228,-122.08,2150,21429
6429,"20150304",702000,4,2.5,2810,4922,2,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922
6430,"20140818",330000,3,1.75,1850,14986,2,0,0,3,6,1850,0,1943,2005,98059,47.4837,-122.148,2660,10650
6432,"20150305",354500,3,1,1150,11396,1.5,0,0,4,7,1150,0,1950,0,98155,47.7435,-122.296,1600,8146
6433,"20150222",279950,4,2.75,2420,8700,1.5,0,0,4,7,2420,0,1914,0,98002,47.3109,-122.229,1070,4804
6434,"20150507",284000,3,2.25,1580,7034,1,0,0,4,7,1180,400,1989,0,98038,47.3564,-122.04,1470,7358
6436,"20150408",647500,5,2,1760,21562,1,0,1,3,8,1560,200,1959,0,98028,47.7597,-122.263,2150,12676
6437,"20150406",625000,3,2.5,2750,35000,2,0,0,3,9,2750,0,1993,0,98077,47.75,-122.024,2780,35862
6438,"20140710",152000,3,1,920,4875,1,0,0,4,7,920,0,1978,0,98042,47.3623,-122.09,1160,4875
6441,"20140730",595000,3,1,1560,3960,1.5,0,0,4,7,1560,0,1907,0,98144,47.5936,-122.301,1280,3960
6442,"20150513",165000,3,1,1380,7334,1,0,0,3,7,980,400,1981,0,98055,47.4339,-122.192,1910,7859
6443,"20140610",278500,4,2.5,1940,6206,2,0,0,3,7,1940,0,1990,0,98023,47.3063,-122.359,2060,7092
6445,"20140618",343566,2,1,1100,4200,1,0,0,3,7,1100,0,1954,0,98136,47.5312,-122.392,1240,4000
6446,"20141105",286285,4,2.25,1980,9714,1,0,0,3,7,1170,810,1977,0,98002,47.3207,-122.209,1610,9272
6449,"20150129",286000,4,2.5,2060,16000,2,0,0,3,6,2060,0,1993,0,98001,47.2849,-122.251,1530,8000
6450,"20140808",9e+05,3,3.25,2620,7215,1,0,0,4,8,1770,850,1980,0,98004,47.5836,-122.2,2180,8931
6451,"20140820",449950,3,2.25,1610,5159,2,0,0,3,7,1610,0,1985,0,98029,47.5675,-122.019,1610,5210
6452,"20140612",259000,4,1.5,1490,7560,2,0,0,3,7,1490,0,1966,0,98198,47.3684,-122.318,1490,7689
6455,"20140509",490000,2,1,1840,3300,1.5,0,0,4,6,1130,710,1910,0,98107,47.6757,-122.362,1320,4000
6456,"20140527",344950,4,2,2330,6250,1,0,0,4,7,1400,930,1941,0,98030,47.3782,-122.228,2050,9000
6457,"20140827",950000,3,2,2250,2975,2,0,0,4,9,1880,370,1905,0,98112,47.6289,-122.309,2690,4800
6461,"20140826",595000,3,2,1530,6773,1,0,0,4,8,1530,0,1984,0,98033,47.6653,-122.194,2240,7201
6462,"20140818",313300,2,1,970,4800,1,0,0,3,6,970,0,1911,1940,98116,47.5754,-122.414,1180,5900
6463,"20140725",360000,5,1.75,1550,5225,1.5,0,0,4,7,1550,0,1941,0,98108,47.554,-122.306,1220,5225
6464,"20150323",188000,3,1.75,1660,7350,1,0,0,2,8,1660,0,1979,0,98023,47.3118,-122.337,1840,7673
6467,"20140714",455000,3,1,1480,13280,2.5,0,0,3,6,1480,0,1940,0,98027,47.5378,-122.043,1510,8723
